,iter,method,n,mse_train,mse_val,mse_test,mse_test_m,mse_test_s1,mse_test_s2,R2_train,R2_val,R2_test,R2_test_m,R2_test_s1,R2_test_s2,early_stopping,optimizer,residual_connection,depth,n_epochs,learning_rate,lr,weight_decay,batch_size,type_width,width,mode,verbose,mlp_depth,init_type,max_iter,order0,n_iter_no_change,add_mask,imputation_type,mdm,n_features,missing_rate,prop_latent,snr,masking,prop_for_masking,link,curvature,sm_type,sm_param,perm,width_factor,max_leaf_nodes,min_samples_leaf
36,6,BayesPredictor_order0,20000,0.2793200800371296,0.29525237282420275,0.1190644202176094,0.2748768475973976,0.2692147116170751,0.28633660042806425,0.7827073093571387,0.7621052199431215,0.9081891132251861,0.7880417417255439,0.7884407842479172,0.7770050592822696,,,,,,,,,,,,,,,,,True,,,,,50,0.5,0.7,10,MAR_logistic,0.5,stairs,20,,,,,,
37,7,BayesPredictor_order0,20000,0.1887903699883201,0.1880084036381376,0.1162359477901061,0.2018221903382601,0.2508717510109721,0.2125939750052396,0.8513492760652982,0.8516270415325304,0.9080490735943118,0.8403442504349952,0.8022267309159968,0.8347101520796897,,,,,,,,,,,,,,,,,True,,,,,50,0.5,0.7,10,MAR_logistic,0.5,stairs,20,,,,,,
38,8,BayesPredictor_order0,20000,0.2556196008631798,0.2482491826466602,0.11512566642932695,0.25099301798145796,0.2931094938712874,0.2573143768373939,0.7982457529008469,0.8048759683380048,0.9094643399038074,0.8026172680056841,0.7666908926598021,0.8017256079706121,,,,,,,,,,,,,,,,,True,,,,,50,0.5,0.7,10,MAR_logistic,0.5,stairs,20,,,,,,
39,9,BayesPredictor_order0,20000,0.2575798618732707,0.2444830240504621,0.11513607312782528,0.25425039305742003,0.22537488474265088,0.24861487676446928,0.7978814097147027,0.8086521501906847,0.9098785514499762,0.8009884035969432,0.8226240550056658,0.8060239208073274,,,,,,,,,,,,,,,,,True,,,,,50,0.5,0.7,10,MAR_logistic,0.5,stairs,20,,,,,,
40,0,ProbabilisticBayesPredictor,20000,0.13894082788492693,0.14323110701184597,0.11607242115409475,0.1400764923401263,0.14058573569191402,0.1388700721180171,0.891178355346677,0.8856893953909186,0.9080681418175036,0.889056400301858,0.8891343970251103,0.8904873655584113,,,,,,,,,,,,,,,,,,,,,,50,0.5,0.3,10,MAR_logistic,0.5,stairs,20,,,,,,
41,1,ProbabilisticBayesPredictor,20000,0.15355757036847412,0.15985170622078418,0.12024937951791939,0.15917750030437897,0.15474044474013385,0.15305122068733326,0.8805422801502684,0.8765872108584977,0.9060489514173169,0.8756343431931122,0.8789460318698287,0.8800666878476802,,,,,,,,,,,,,,,,,,,,,,50,0.5,0.3,10,MAR_logistic,0.5,stairs,20,,,,,,
42,2,ProbabilisticBayesPredictor,20000,0.1572531191673296,0.1680884458368749,0.11702773860008608,0.1582357049530547,0.15855506196069447,0.1592684872789508,0.8771822379062837,0.8697438637936388,0.9080798857066603,0.8757128501450744,0.8777832211576284,0.8753291706909301,,,,,,,,,,,,,,,,,,,,,,50,0.5,0.3,10,MAR_logistic,0.5,stairs,20,,,,,,
43,3,ProbabilisticBayesPredictor,20000,0.19219297603298705,0.1951676543829794,0.11932773172921293,0.19086855597790794,0.1883084681641813,0.19051983386838284,0.8528649291877273,0.8450469859867522,0.9066967403875212,0.8507584266272791,0.8530326007977322,0.850121965540864,,,,,,,,,,,,,,,,,,,,,,50,0.5,0.3,10,MAR_logistic,0.5,stairs,20,,,,,,
44,4,ProbabilisticBayesPredictor,20000,0.1522378487402253,0.1523290733613464,0.11488779111457025,0.14775011748006062,0.15348173285197905,0.14960079146199493,0.8800157268646399,0.881865134490087,0.9103222882508912,0.8846710140587475,0.8807716394356859,0.8826860065848162,,,,,,,,,,,,,,,,,,,,,,50,0.5,0.3,10,MAR_logistic,0.5,stairs,20,,,,,,
45,5,ProbabilisticBayesPredictor,20000,0.14776865324675512,0.14973851039712271,0.11679297935207042,0.14656389565445402,0.14324435997125612,0.14514746896206152,0.8837976494150452,0.8847916717272297,0.9098051021690571,0.8868141247222655,0.8887041792564273,0.8860636644418677,,,,,,,,,,,,,,,,,,,,,,50,0.5,0.3,10,MAR_logistic,0.5,stairs,20,,,,,,
46,6,ProbabilisticBayesPredictor,20000,0.1718606191783671,0.17673770349783796,0.12013385180444539,0.1751215524449665,0.16646466520135442,0.17543334084280354,0.8672645937814899,0.8584324154277454,0.9070026915993603,0.8644359372840761,0.8703230372978045,0.8628841390349674,,,,,,,,,,,,,,,,,,,,,,50,0.5,0.3,10,MAR_logistic,0.5,stairs,20,,,,,,
47,7,ProbabilisticBayesPredictor,20000,0.16535781666411914,0.15734546512003722,0.11634513586364678,0.15863462842398318,0.16229593066499323,0.1633886632551649,0.8704555401957407,0.8743939019555984,0.9104801623666071,0.8779412128050484,0.872315931684589,0.8731625007866188,,,,,,,,,,,,,,,,,,,,,,50,0.5,0.3,10,MAR_logistic,0.5,stairs,20,,,,,,
48,8,ProbabilisticBayesPredictor,20000,0.16506155773373762,0.16413891530484756,0.11605532523485194,0.16675780249135577,0.16458922613910051,0.1622629048523189,0.8714032039723395,0.874498868094103,0.908934995858667,0.869150338911682,0.8713402913133461,0.8734996982901819,,,,,,,,,,,,,,,,,,,,,,50,0.5,0.3,10,MAR_logistic,0.5,stairs,20,,,,,,
49,9,ProbabilisticBayesPredictor,20000,0.15372080048347425,0.1494448874521804,0.11495773537847404,0.15085933151852238,0.1512374103983967,0.15442293072444285,0.8809034080005002,0.8810552575296994,0.9085510937678736,0.8799913653756446,0.8811240401598228,0.8796349591391605,,,,,,,,,,,,,,,,,,,,,,50,0.5,0.3,10,MAR_logistic,0.5,stairs,20,,,,,,
50,0,ProbabilisticBayesPredictor,20000,0.24846201842025747,0.25431159609678855,0.11645585710346258,0.24869814355369818,0.2578523776868537,0.24647717419165452,0.8063939620597497,0.7985599601108402,0.9088211950445226,0.8052824470329047,0.7980087934331171,0.8069196714306415,,,,,,,,,,,,,,,,,,,,,,50,0.5,0.7,10,MAR_logistic,0.5,stairs,20,,,,,,
51,1,ProbabilisticBayesPredictor,20000,0.22434706982060926,0.22131436911549085,0.12083677802516359,0.22512729938146786,0.2435304887367502,0.23184538292738816,0.8235236783994196,0.8313011302895453,0.9082163616111638,0.8290007150506697,0.809377789215634,0.8176932563388195,,,,,,,,,,,,,,,,,,,,,,50,0.5,0.7,10,MAR_logistic,0.5,stairs,20,,,,,,
52,2,ProbabilisticBayesPredictor,20000,0.2070875641126154,0.21253200222589821,0.1165639003317049,0.2161486253537318,0.2002604118742977,0.20063410104600107,0.8369075716735,0.8352083225531489,0.9090319971996967,0.831314766402752,0.8442145617796001,0.8434141999452701,,,,,,,,,,,,,,,,,,,,,,50,0.5,0.7,10,MAR_logistic,0.5,stairs,20,,,,,,
53,3,ProbabilisticBayesPredictor,20000,0.20415565565518348,0.19677987110298226,0.11700473146688536,0.20377428838491737,0.2058553769730979,0.1978612401778284,0.8397440932050197,0.8455702259727645,0.9069529297383121,0.8379501385015093,0.8391167221696019,0.8445889503606908,,,,,,,,,,,,,,,,,,,,,,50,0.5,0.7,10,MAR_logistic,0.5,stairs,20,,,,,,
54,4,ProbabilisticBayesPredictor,20000,0.21623089268503418,0.22087479362638707,0.11440735983944168,0.21397443683406317,0.21812049174752993,0.21352096082450786,0.8311158638582842,0.8284491469755286,0.9112262143323441,0.8339676676349985,0.8303109565828517,0.8327401288068222,,,,,,,,,,,,,,,,,,,,,,50,0.5,0.7,10,MAR_logistic,0.5,stairs,20,,,,,,
55,5,ProbabilisticBayesPredictor,20000,0.21191220271788155,0.21307426779954222,0.11541017715515502,0.21670802651716436,0.20121990272352935,0.2058697084374053,0.8328141092220688,0.8278059705337035,0.9110574379723598,0.832990750334972,0.8424233104767366,0.8380939261184017,,,,,,,,,,,,,,,,,,,,,,50,0.5,0.7,10,MAR_logistic,0.5,stairs,20,,,,,,
56,6,ProbabilisticBayesPredictor,20000,0.24896074426256873,0.2614014884935476,0.1190644202176094,0.24977824040278054,0.2423316032088529,0.2527963598759399,0.8063248801229337,0.7893800174512414,0.9081891132251861,0.8073953435751895,0.8095665589043606,0.803125729648538,,,,,,,,,,,,,,,,,,,,,,50,0.5,0.7,10,MAR_logistic,0.5,stairs,20,,,,,,
57,7,ProbabilisticBayesPredictor,20000,0.1844963242258097,0.18413844208416327,0.1162359477901061,0.19186794647902375,0.22734983369781248,0.20108823587672442,0.854730343707919,0.8546811478054803,0.9080490735943118,0.8482187674146969,0.8207700960553573,0.8436557577616765,,,,,,,,,,,,,,,,,,,,,,50,0.5,0.7,10,MAR_logistic,0.5,stairs,20,,,,,,
58,8,ProbabilisticBayesPredictor,20000,0.23108446481726705,0.22623952546079412,0.11512566642932695,0.22900471752253712,0.2576012063278188,0.23504510319014024,0.8176107307182873,0.8221755743218732,0.9094643399038074,0.8199090271605715,0.7949547566531794,0.8188852659252687,,,,,,,,,,,,,,,,,,,,,,50,0.5,0.7,10,MAR_logistic,0.5,stairs,20,,,,,,
59,9,ProbabilisticBayesPredictor,20000,0.2322486169813261,0.22952267690414038,0.11513607312782524,0.227315098299116,0.20852833825640255,0.22559629694153346,0.8177584120179747,0.8203610623737192,0.9098785514499763,0.8220716984739992,0.8358827289093769,0.8239836419661972,,,,,,,,,,,,,,,,,,,,,,50,0.5,0.7,10,MAR_logistic,0.5,stairs,20,,,,,,
60,0,MICEMLPPytorch_mask,20000,0.15513541477239423,0.16649602415873105,0.17154710521740857,0.16094668866949527,0.19136380284666082,0.15870972970086747,0.8784943832817134,0.8671220129226629,0.8641309969098697,0.8725267551879228,0.8490909245824488,0.8748418550810311,True,adam,,,1000.0,,0.01,1e-05,100.0,,,,False,1.0,uniform,,,,True,MICE,,50,0.5,0.3,10,MAR_logistic,0.5,stairs,20,,,,1.0,,
61,1,MICEMLPPytorch_mask,20000,0.16499201541762554,0.18575691378495326,0.19078806488630523,0.18422336477611936,0.22116438262401725,0.18244362875952883,0.8716470317425147,0.8565872121448901,0.8509369543112009,0.856065965882449,0.8269823628162746,0.8570343406609011,True,adam,,,1000.0,,0.01,1e-05,100.0,,,,False,1.0,uniform,,,,True,MICE,,50,0.5,0.3,10,MAR_logistic,0.5,stairs,20,,,,1.0,,
62,2,MICEMLPPytorch_mask,20000,0.21013782600144024,0.22558773851057776,0.1963864029818029,0.2136916933514483,0.2318908359098917,0.21553224515304706,0.8358782473925161,0.8251861569210097,0.8457471636751605,0.832154623242562,0.8212548331317382,0.831287505738573,True,adam,,,1000.0,,0.01,1e-05,100.0,,,,False,1.0,uniform,,,,True,MICE,,50,0.5,0.3,10,MAR_logistic,0.5,stairs,20,,,,1.0,,
63,3,MICEMLPPytorch_mask,20000,0.21815053647554555,0.24696893322955865,0.2845886533968286,0.23823557200909576,0.2974854118574688,0.24112822206082252,0.8329928840554734,0.8039194522650671,0.777477970746095,0.8137217970879244,0.7678242635206998,0.8103093875251399,True,adam,,,1000.0,,0.01,1e-05,100.0,,,,False,1.0,uniform,,,,True,MICE,,50,0.5,0.3,10,MAR_logistic,0.5,stairs,20,,,,1.0,,
64,4,MICEMLPPytorch_mask,20000,0.15724340249590918,0.16978848594387796,0.15713223925456568,0.1682337974550421,0.22093517549990785,0.17165399528543648,0.8760706650157922,0.8683249394911536,0.8773476317922188,0.8686821127965975,0.828372156892133,0.8653923186113526,True,adam,,,1000.0,,0.01,1e-05,100.0,,,,False,1.0,uniform,,,,True,MICE,,50,0.5,0.3,10,MAR_logistic,0.5,stairs,20,,,,1.0,,
65,5,MICEMLPPytorch_mask,20000,0.15513533129793783,0.16115134482826762,0.1535733181469875,0.1607841177620529,0.20849082468556626,0.16551840624828193,0.8780046392823714,0.8760106736247444,0.8814010070068404,0.8758323731885381,0.8380099750137412,0.8700731000670721,True,adam,,,1000.0,,0.01,1e-05,100.0,,,,False,1.0,uniform,,,,True,MICE,,50,0.5,0.3,10,MAR_logistic,0.5,stairs,20,,,,1.0,,
66,6,MICEMLPPytorch_mask,20000,0.18045951018820133,0.21631536105715723,0.24231958339676302,0.21176576617623072,0.48844055712077405,0.21295094884791824,0.8606232974992133,0.8267305585357937,0.8124169941263015,0.8360691348026856,0.6195019055162532,0.8335609835945236,True,adam,,,1000.0,,0.01,1e-05,100.0,,,,False,1.0,uniform,,,,True,MICE,,50,0.5,0.3,10,MAR_logistic,0.5,stairs,20,,,,1.0,,
67,7,MICEMLPPytorch_mask,20000,0.17439281952809083,0.18944661516103592,0.22694217884050077,0.18820418881992843,0.5520271848931823,0.19686094046082686,0.8633773470449411,0.8487681224244776,0.8253830995927529,0.8551894043526684,0.5657002828163423,0.8471782014529928,True,adam,,,1000.0,,0.01,1e-05,100.0,,,,False,1.0,uniform,,,,True,MICE,,50,0.5,0.3,10,MAR_logistic,0.5,stairs,20,,,,1.0,,
68,8,MICEMLPPytorch_mask,20000,0.1773525978482892,0.1963309506121379,0.19535361923041222,0.18776052868069112,0.2220773818440087,0.19822415906143998,0.8618274529599297,0.8498847364488684,0.8467120909080053,0.8526701529009091,0.8264016915068466,0.8454642732405836,True,adam,,,1000.0,,0.01,1e-05,100.0,,,,False,1.0,uniform,,,,True,MICE,,50,0.5,0.3,10,MAR_logistic,0.5,stairs,20,,,,1.0,,
69,9,MICEMLPPytorch_mask,20000,0.15732476045743962,0.17244416919437536,0.16998225003049375,0.1732614433665378,0.20342178694859753,0.17943136073111804,0.8781112071451056,0.8627498896414695,0.8647790790851361,0.8621704799950651,0.8401059624585128,0.860142124198796,True,adam,,,1000.0,,0.01,1e-05,100.0,,,,False,1.0,uniform,,,,True,MICE,,50,0.5,0.3,10,MAR_logistic,0.5,stairs,20,,,,1.0,,
