,iter,method,n,mse_train,mse_val,mse_test,R2_train,R2_val,R2_test,early_stopping,optimizer,residual_connection,depth,n_epochs,learning_rate,lr,weight_decay,batch_size,type_width,width,mode,verbose,mlp_depth,init_type,max_iter,order0,n_iter_no_change,add_mask,imputation_type,mdm,n_features,missing_rate,prop_latent,snr,masking,prop_for_masking,link,curvature,sm_type,sm_param,perm,width_factor,max_leaf_nodes,min_samples_leaf
198,8,NeuMiss_uniform_,100000,0.525004052127795,0.561077966737622,0.5665417964675933,0.5886613971654759,0.5540882905776432,0.5514499921632628,True,adam,True,20.0,1000.0,,0.0005,1e-05,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.7,10,,,stairs,20,gaussian,2,False,1.0,,
199,9,NeuMiss_uniform_,100000,0.45981103503362747,0.5097649930002229,0.5131837062188885,0.6408874507576267,0.6063436761249168,0.5996996547296587,True,adam,True,20.0,1000.0,,0.0005,1e-05,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.7,10,,,stairs,20,gaussian,2,False,1.0,,
200,0,NeuMiss_uniform_,100000,0.3905083360006014,0.4085039249628538,0.3908453518314511,0.6948098933811255,0.6755702910386768,0.6886604701313053,True,adam,True,20.0,1000.0,,0.01,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.3,10,,,stairs,20,gaussian,2,False,1.0,,
201,1,NeuMiss_uniform_,100000,0.4221226328374039,0.4493802699987046,0.42966151399324515,0.669894537422087,0.6523364562402508,0.6651547256137984,True,adam,True,20.0,1000.0,,0.01,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.3,10,,,stairs,20,gaussian,2,False,1.0,,
202,2,NeuMiss_uniform_,100000,0.43195965422102117,0.44607905078777876,0.45556035977916526,0.6616571553040008,0.6512751827442322,0.6420564129487987,True,adam,True,20.0,1000.0,,0.01,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.3,10,,,stairs,20,gaussian,2,False,1.0,,
203,3,NeuMiss_uniform_,100000,0.3890385184802768,0.38749941303217883,0.3940953225581782,0.6960658738946135,0.7022772325676312,0.6922861223576711,True,adam,True,20.0,1000.0,,0.01,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.3,10,,,stairs,20,gaussian,2,False,1.0,,
204,4,NeuMiss_uniform_,100000,0.42962478715310215,0.4329846377807607,0.43898114770685,0.6653949396536014,0.6663136973754206,0.6575011604261043,True,adam,True,20.0,1000.0,,0.01,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.3,10,,,stairs,20,gaussian,2,False,1.0,,
205,5,NeuMiss_uniform_,100000,0.3933954078737614,0.3892724606523263,0.39376298692464407,0.6911827485326958,0.6954703249318062,0.6979396810876579,True,adam,True,20.0,1000.0,,0.01,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.3,10,,,stairs,20,gaussian,2,False,1.0,,
206,6,NeuMiss_uniform_,100000,0.39872218620024213,0.39601238325515614,0.41072094972365075,0.6898167159466024,0.6769561342226562,0.6803744130439384,True,adam,True,20.0,1000.0,,0.01,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.3,10,,,stairs,20,gaussian,2,False,1.0,,
207,7,NeuMiss_uniform_,100000,0.35822551881245485,0.3693421313613661,0.35621220501530243,0.7202350262359177,0.7069835453145688,0.7239665447102782,True,adam,True,20.0,1000.0,,0.01,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.3,10,,,stairs,20,gaussian,2,False,1.0,,
208,8,NeuMiss_uniform_,100000,0.4407290279561724,0.4528283893656977,0.44698773696663213,0.656754035525815,0.6448665796828594,0.6464603612357669,True,adam,True,20.0,1000.0,,0.01,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.3,10,,,stairs,20,gaussian,2,False,1.0,,
209,9,NeuMiss_uniform_,100000,0.370562073702511,0.4032033490126265,0.39065372338060916,0.7092533753319235,0.6841481208724257,0.694437781288706,True,adam,True,20.0,1000.0,,0.01,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.3,10,,,stairs,20,gaussian,2,False,1.0,,
210,0,NeuMiss_uniform_,100000,0.5274362199602249,0.542973530618714,0.5444434856716088,0.5867681970734948,0.5706934895059339,0.5719615398865587,True,adam,True,20.0,1000.0,,0.01,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.7,10,,,stairs,20,gaussian,2,False,1.0,,
211,1,NeuMiss_uniform_,100000,0.5256829718045746,0.5343107317055868,0.5335348396784463,0.5888850680498383,0.5942169542830134,0.5933630367434022,True,adam,True,20.0,1000.0,,0.01,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.7,10,,,stairs,20,gaussian,2,False,1.0,,
212,2,NeuMiss_uniform_,100000,0.5595727130831942,0.5663293118258503,0.5863612191910913,0.5611680449004341,0.550810077866094,0.5428193149554705,True,adam,True,20.0,1000.0,,0.01,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.7,10,,,stairs,20,gaussian,2,False,1.0,,
213,3,NeuMiss_uniform_,100000,0.5219455874937269,0.5228537390535429,0.5399754676270543,0.5930052605629745,0.5867889951495333,0.5704563710241427,True,adam,True,20.0,1000.0,,0.01,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.7,10,,,stairs,20,gaussian,2,False,1.0,,
214,4,NeuMiss_uniform_,100000,0.5408167074861966,0.539358073755641,0.547797517422689,0.578518691637282,0.5726324841267751,0.5717236015532985,True,adam,True,20.0,1000.0,,0.01,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.7,10,,,stairs,20,gaussian,2,False,1.0,,
215,5,NeuMiss_uniform_,100000,0.6041188067860261,0.5950784500790915,0.6088947424052727,0.5271422289389112,0.5156903913302378,0.5272537803954398,True,adam,True,20.0,1000.0,,0.01,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.7,10,,,stairs,20,gaussian,2,False,1.0,,
216,6,NeuMiss_uniform_,100000,0.6536448090053455,0.6667037331955755,0.6705366115905045,0.48795602004925864,0.4651329914313296,0.4777702232303809,True,adam,True,20.0,1000.0,,0.01,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.7,10,,,stairs,20,gaussian,2,False,1.0,,
217,7,NeuMiss_uniform_,100000,0.5205831508386392,0.5237252449508707,0.5371917963963284,0.5946419908989489,0.5813612109417786,0.5768978242290823,True,adam,True,20.0,1000.0,,0.01,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.7,10,,,stairs,20,gaussian,2,False,1.0,,
218,8,NeuMiss_uniform_,100000,0.6091448520253917,0.6142717610805681,0.6218407594366383,0.5227374125200546,0.5118129969958218,0.5076679615561929,True,adam,True,20.0,1000.0,,0.01,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.7,10,,,stairs,20,gaussian,2,False,1.0,,
219,9,NeuMiss_uniform_,100000,0.5304146101817735,0.5413713137624575,0.5536360823289773,0.5857460384702466,0.5819362958353241,0.5681454570268825,True,adam,True,20.0,1000.0,,0.01,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.7,10,,,stairs,20,gaussian,2,False,1.0,,
220,0,NeuMiss_uniform_,100000,0.3466144917772427,0.36743011112327256,0.3483414660935797,0.7291138141005504,0.70819070091875,0.7225182088538276,True,adam,True,20.0,1000.0,,0.005,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.3,10,,,stairs,20,gaussian,2,False,1.0,,
221,1,NeuMiss_uniform_,100000,0.3652592195765728,0.3939878085459407,0.374005163164537,0.7143624760683808,0.6951908954133341,0.7085290224908198,True,adam,True,20.0,1000.0,,0.005,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.3,10,,,stairs,20,gaussian,2,False,1.0,,
222,2,NeuMiss_uniform_,100000,0.36244196061592526,0.37725061009777267,0.3808679854979393,0.71610856987759,0.7050822049732156,0.700743820230137,True,adam,True,20.0,1000.0,,0.005,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.3,10,,,stairs,20,gaussian,2,False,1.0,,
223,3,NeuMiss_uniform_,100000,0.3618012921493205,0.3662028801841371,0.3696952953553692,0.7173448017878512,0.7186397417302111,0.7113379267191559,True,adam,True,20.0,1000.0,,0.005,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.3,10,,,stairs,20,gaussian,2,False,1.0,,
224,4,NeuMiss_uniform_,100000,0.38934640465067866,0.39313197524106946,0.40541839598085744,0.6967649886146636,0.6970267676607182,0.6836872588021004,True,adam,True,20.0,1000.0,,0.005,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.3,10,,,stairs,20,gaussian,2,False,1.0,,
225,5,NeuMiss_uniform_,100000,0.37988853181033816,0.37705122359514626,0.3846980679724852,0.7017857099764002,0.7050310561063612,0.7048934893442161,True,adam,True,20.0,1000.0,,0.005,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.3,10,,,stairs,20,gaussian,2,False,1.0,,
226,6,NeuMiss_uniform_,100000,0.3936897521765931,0.3877920109284092,0.4055488673403973,0.6937316646659435,0.6836618357785856,0.6843993595888974,True,adam,True,20.0,1000.0,,0.005,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.3,10,,,stairs,20,gaussian,2,False,1.0,,
227,7,NeuMiss_uniform_,100000,0.3323549009791787,0.3417882368502163,0.3258965476418244,0.7404393174974131,0.7288433435798636,0.7474585405946443,True,adam,True,20.0,1000.0,,0.005,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.3,10,,,stairs,20,gaussian,2,False,1.0,,
228,8,NeuMiss_uniform_,100000,0.38001932162623925,0.3837737657882456,0.3852142612337588,0.7040356085113699,0.6990230884965511,0.6953193577800982,True,adam,True,20.0,1000.0,,0.005,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.3,10,,,stairs,20,gaussian,2,False,1.0,,
229,9,NeuMiss_uniform_,100000,0.343973008737681,0.3702355095002382,0.3609513985685202,0.7301154155681586,0.7099736852836926,0.7176703981237,True,adam,True,20.0,1000.0,,0.005,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.3,10,,,stairs,20,gaussian,2,False,1.0,,
230,0,NeuMiss_uniform_,100000,0.46362122257712474,0.5018228613462825,0.49418352581325864,0.6367654961295918,0.6032296063396816,0.6114756426158687,True,adam,True,20.0,1000.0,,0.005,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.7,10,,,stairs,20,gaussian,2,False,1.0,,
231,1,NeuMiss_uniform_,100000,0.5073666368726921,0.5330292673503745,0.520297452532217,0.6032095168012364,0.5951901642115804,0.6034519953460658,True,adam,True,20.0,1000.0,,0.005,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.7,10,,,stairs,20,gaussian,2,False,1.0,,
232,2,NeuMiss_uniform_,100000,0.5244133585327191,0.53519524440574,0.5550764562724184,0.5887409553313434,0.575504383861069,0.5672117694263611,True,adam,True,20.0,1000.0,,0.005,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.7,10,,,stairs,20,gaussian,2,False,1.0,,
233,3,NeuMiss_uniform_,100000,0.5104360224015538,0.5188803183995596,0.5327739542983854,0.6019800130236967,0.5899291871735935,0.57618508344678,True,adam,True,20.0,1000.0,,0.005,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.7,10,,,stairs,20,gaussian,2,False,1.0,,
234,4,NeuMiss_uniform_,100000,0.4729202460551176,0.4951003465474526,0.5028926134378716,0.6314332724944209,0.6077006806654026,0.6068309358137658,True,adam,True,20.0,1000.0,,0.005,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.7,10,,,stairs,20,gaussian,2,False,1.0,,
235,5,NeuMiss_uniform_,100000,0.5492137503064526,0.5563190074369934,0.5618386385133184,0.5701176873012097,0.5472350901775204,0.5637881658564896,True,adam,True,20.0,1000.0,,0.005,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.7,10,,,stairs,20,gaussian,2,False,1.0,,
236,6,NeuMiss_uniform_,100000,0.551029181007936,0.5803051124128895,0.579832341304094,0.5683417491807947,0.5344467953618952,0.5484128548256431,True,adam,True,20.0,1000.0,,0.005,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.7,10,,,stairs,20,gaussian,2,False,1.0,,
237,7,NeuMiss_uniform_,100000,0.5051286111730977,0.5101812072945053,0.5183963938226821,0.6066758445115852,0.5921876119565925,0.5917014302721145,True,adam,True,20.0,1000.0,,0.005,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.7,10,,,stairs,20,gaussian,2,False,1.0,,
238,8,NeuMiss_uniform_,100000,0.5250653465548696,0.5511976581202735,0.552736504957396,0.5886133732237706,0.5619405777219761,0.5623801012102865,True,adam,True,20.0,1000.0,,0.005,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.7,10,,,stairs,20,gaussian,2,False,1.0,,
239,9,NeuMiss_uniform_,100000,0.4754843229519555,0.5018084097347782,0.5105892009997501,0.6286466084321509,0.6124879962761429,0.6017234550226942,True,adam,True,20.0,1000.0,,0.005,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.7,10,,,stairs,20,gaussian,2,False,1.0,,
240,0,NeuMiss_uniform_,100000,0.19341261868302542,0.2512211959973538,0.23567842932306904,0.8488441544632805,0.8004826526213957,0.8122633132470268,True,adam,True,20.0,1000.0,,0.001,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.3,10,,,stairs,20,gaussian,2,False,1.0,,
241,1,NeuMiss_uniform_,100000,0.22021434331822004,0.2687568724534899,0.2636627619005544,0.827789481036064,0.7920759478665217,0.7945214384376935,True,adam,True,20.0,1000.0,,0.001,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.3,10,,,stairs,20,gaussian,2,False,1.0,,
242,2,NeuMiss_uniform_,100000,0.22373420643097267,0.2751981608608498,0.27520863723320643,0.8247547725350195,0.7848622835216262,0.7837626459719204,True,adam,True,20.0,1000.0,,0.001,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.3,10,,,stairs,20,gaussian,2,False,1.0,,
243,3,NeuMiss_uniform_,100000,0.25067898205050587,0.300011587034937,0.29339162715452466,0.8041584734587894,0.7694957025743905,0.7709166536829841,True,adam,True,20.0,1000.0,,0.001,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.3,10,,,stairs,20,gaussian,2,False,1.0,,
244,4,NeuMiss_uniform_,100000,0.2318329152309936,0.2734934188079979,0.27772147779751816,0.8194413616002463,0.7892280701182616,0.7833180664653104,True,adam,True,20.0,1000.0,,0.001,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.3,10,,,stairs,20,gaussian,2,False,1.0,,
245,5,NeuMiss_uniform_,100000,0.2083512437541121,0.25224081311545626,0.24120712045467663,0.8364432905211074,0.802670826679432,0.8149671194402772,True,adam,True,20.0,1000.0,,0.001,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.3,10,,,stairs,20,gaussian,2,False,1.0,,
246,6,NeuMiss_uniform_,100000,0.2374702453456269,0.28356128469656494,0.2874468597219694,0.8152615953773884,0.7686871990208766,0.776307073405609,True,adam,True,20.0,1000.0,,0.001,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.3,10,,,stairs,20,gaussian,2,False,1.0,,
247,7,NeuMiss_uniform_,100000,0.22290718632945,0.26564371333443776,0.2661407080637429,0.8259151850989914,0.7892523693307739,0.7937641153061217,True,adam,True,20.0,1000.0,,0.001,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.3,10,,,stairs,20,gaussian,2,False,1.0,,
248,8,NeuMiss_uniform_,100000,0.23921587019661134,0.28544947635302703,0.2803329370182972,0.8136953164534182,0.7761345108971952,0.7782739948085783,True,adam,True,20.0,1000.0,,0.001,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.3,10,,,stairs,20,gaussian,2,False,1.0,,
249,9,NeuMiss_uniform_,100000,0.20680723299648446,0.25721472195505013,0.2529722820571064,0.8377370237868871,0.7985092299760759,0.8021296940192799,True,adam,True,20.0,1000.0,,0.001,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.3,10,,,stairs,20,gaussian,2,False,1.0,,
250,0,NeuMiss_uniform_,100000,0.4528821672146839,0.5012287095407661,0.4921770121532992,0.6451792512742112,0.6036993773762906,0.6130531525683409,True,adam,True,20.0,1000.0,,0.001,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.7,10,,,stairs,20,gaussian,2,False,1.0,,
251,1,NeuMiss_uniform_,100000,0.4529937355248251,0.5011919641692775,0.485513215758383,0.645732316352505,0.6193690494288051,0.6299630221038217,True,adam,True,20.0,1000.0,,0.001,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.7,10,,,stairs,20,gaussian,2,False,1.0,,
252,2,NeuMiss_uniform_,100000,0.47456116569333323,0.5044556334376236,0.5260625431431635,0.6278363842867145,0.5998858226615399,0.5898336622905487,True,adam,True,20.0,1000.0,,0.001,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.7,10,,,stairs,20,gaussian,2,False,1.0,,
253,3,NeuMiss_uniform_,100000,0.4505222122701882,0.4983600411002817,0.503560393069139,0.648698686631389,0.6061463503481244,0.5994241005096548,True,adam,True,20.0,1000.0,,0.001,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.7,10,,,stairs,20,gaussian,2,False,1.0,,
254,4,NeuMiss_uniform_,100000,0.4724843599279756,0.5030657587183072,0.5038026987639521,0.6317729769684541,0.601389180795454,0.6061194173177223,True,adam,True,20.0,1000.0,,0.001,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.7,10,,,stairs,20,gaussian,2,False,1.0,,
255,5,NeuMiss_uniform_,100000,0.49957986155781625,0.524737772203477,0.5270122774832305,0.6089672806910196,0.5729377444665795,0.5908273720984765,True,adam,True,20.0,1000.0,,0.001,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.7,10,,,stairs,20,gaussian,2,False,1.0,,
256,6,NeuMiss_uniform_,100000,0.511233863441991,0.559530826422339,0.5509523564645087,0.5995161003102374,0.5511130890237852,0.5709052702660353,True,adam,True,20.0,1000.0,,0.001,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.7,10,,,stairs,20,gaussian,2,False,1.0,,
257,7,NeuMiss_uniform_,100000,0.45046227833513885,0.4757369792044836,0.4950485799690583,0.6492424081976216,0.6197205408666826,0.6100905994798931,True,adam,True,20.0,1000.0,,0.001,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.7,10,,,stairs,20,gaussian,2,False,1.0,,
258,8,NeuMiss_uniform_,100000,0.5121437141056456,0.5599028913047303,0.5583881742499275,0.5987374212505681,0.5550221712966236,0.5579054864135287,True,adam,True,20.0,1000.0,,0.001,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.7,10,,,stairs,20,gaussian,2,False,1.0,,
259,9,NeuMiss_uniform_,100000,0.455356247555674,0.5087418530100842,0.5133623492764829,0.6443666410459239,0.6071337765297271,0.599560307207965,True,adam,True,20.0,1000.0,,0.001,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.7,10,,,stairs,20,gaussian,2,False,1.0,,
260,0,NeuMiss_uniform_,100000,0.18805971846747138,0.2443944760149735,0.231059403507268,0.8530275534765672,0.8059043649764128,0.8159427361164665,True,adam,True,20.0,1000.0,,0.0005,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.3,10,,,stairs,20,gaussian,2,False,1.0,,
261,1,NeuMiss_uniform_,100000,0.21259053843951012,0.2649998766906563,0.2653883308382959,0.8337513969351805,0.7949825518008709,0.7931766621763515,True,adam,True,20.0,1000.0,,0.0005,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.3,10,,,stairs,20,gaussian,2,False,1.0,,
262,2,NeuMiss_uniform_,100000,0.2215783952309633,0.27345897772461775,0.2695114504399013,0.8264433637886495,0.7862218997606891,0.7882390483478534,True,adam,True,20.0,1000.0,,0.0005,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.3,10,,,stairs,20,gaussian,2,False,1.0,,
263,3,NeuMiss_uniform_,100000,0.24414249538000896,0.28815137749453684,0.2919089242513394,0.8092650664299883,0.7786081148463608,0.7720743640987512,True,adam,True,20.0,1000.0,,0.0005,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.3,10,,,stairs,20,gaussian,2,False,1.0,,
264,4,NeuMiss_uniform_,100000,0.22061723636359132,0.275056735881865,0.2724718667357549,0.8281764788850775,0.7880232756551546,0.787413881755467,True,adam,True,20.0,1000.0,,0.0005,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.3,10,,,stairs,20,gaussian,2,False,1.0,,
265,5,NeuMiss_uniform_,100000,0.20296583328358264,0.24005912653319228,0.23781935216521807,0.8406708631522192,0.8122006173316217,0.8175659172041483,True,adam,True,20.0,1000.0,,0.0005,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.3,10,,,stairs,20,gaussian,2,False,1.0,,
266,6,NeuMiss_uniform_,100000,0.23758300185277087,0.2787565351557503,0.2873250576998586,0.8151738771994319,0.7726066341986311,0.7764018604936204,True,adam,True,20.0,1000.0,,0.0005,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.3,10,,,stairs,20,gaussian,2,False,1.0,,
267,7,NeuMiss_uniform_,100000,0.2201366355662136,0.26777185069111403,0.26229828813365796,0.828078914428377,0.7875640180423942,0.7967416563197146,True,adam,True,20.0,1000.0,,0.0005,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.3,10,,,stairs,20,gaussian,2,False,1.0,,
268,8,NeuMiss_uniform_,100000,0.2379569876163349,0.28022637934044714,0.2767995141580595,0.8146757519092596,0.7802307565175813,0.7810687136303678,True,adam,True,20.0,1000.0,,0.0005,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.3,10,,,stairs,20,gaussian,2,False,1.0,,
269,9,NeuMiss_uniform_,100000,0.19936536945675637,0.2579212093219211,0.251931943900247,0.8435759826522603,0.7979557986542565,0.8029434275546193,True,adam,True,20.0,1000.0,,0.0005,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.3,10,,,stairs,20,gaussian,2,False,1.0,,
270,0,NeuMiss_uniform_,100000,0.4605849406628693,0.5065682941151193,0.5023932672610167,0.6391443396790839,0.5994775906927088,0.6050211892525541,True,adam,True,20.0,1000.0,,0.0005,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.7,10,,,stairs,20,gaussian,2,False,1.0,,
271,1,NeuMiss_uniform_,100000,0.43956854625993236,0.5032235490531273,0.49135576941131687,0.6562316021713088,0.6178261593970633,0.6255100827671429,True,adam,True,20.0,1000.0,,0.0005,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.7,10,,,stairs,20,gaussian,2,False,1.0,,
272,2,NeuMiss_uniform_,100000,0.4731937645795041,0.5107700119835356,0.5320102489440363,0.6289087369768246,0.5948775083325185,0.5851962883928724,True,adam,True,20.0,1000.0,,0.0005,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.7,10,,,stairs,20,gaussian,2,False,1.0,,
273,3,NeuMiss_uniform_,100000,0.4549933882025192,0.4951721851204717,0.5035826195331461,0.6452122215147966,0.6086657110686202,0.599406419639724,True,adam,True,20.0,1000.0,,0.0005,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.7,10,,,stairs,20,gaussian,2,False,1.0,,
274,4,NeuMiss_uniform_,100000,0.46360693780163287,0.5048677879317305,0.5103354554000649,0.6386915270814693,0.5999613190725188,0.6010120092060417,True,adam,True,20.0,1000.0,,0.0005,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.7,10,,,stairs,20,gaussian,2,False,1.0,,
275,5,NeuMiss_uniform_,100000,0.475598851240541,0.5177245816618317,0.527063071139051,0.6277377724536377,0.5786454886577854,0.5907879358756012,True,adam,True,20.0,1000.0,,0.0005,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.7,10,,,stairs,20,gaussian,2,False,1.0,,
276,6,NeuMiss_uniform_,100000,0.49170515995864283,0.554200793072901,0.5479497258137435,0.6148142483519969,0.5553891397660251,0.5732437900535698,True,adam,True,20.0,1000.0,,0.0005,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.7,10,,,stairs,20,gaussian,2,False,1.0,,
277,7,NeuMiss_uniform_,100000,0.43964439172328545,0.47572644713426715,0.49136254891012976,0.6576658790160634,0.619728959657192,0.6129937855885679,True,adam,True,20.0,1000.0,,0.0005,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.7,10,,,stairs,20,gaussian,2,False,1.0,,
278,8,NeuMiss_uniform_,100000,0.5241916854844576,0.5611162554657374,0.5647012069585823,0.5892978832244034,0.5540578609524971,0.552907248174803,True,adam,True,20.0,1000.0,,0.0005,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.7,10,,,stairs,20,gaussian,2,False,1.0,,
279,9,NeuMiss_uniform_,100000,0.4586852826540164,0.5059614066797574,0.5111914643553184,0.6417666636865382,0.6092809233447457,0.6012536695905846,True,adam,True,20.0,1000.0,,0.0005,0.0001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.7,10,,,stairs,20,gaussian,2,False,1.0,,
280,0,NeuMiss_uniform_,100000,0.3731814324622714,0.39484134901901574,0.37673767731043606,0.7083512164483744,0.6864209714514157,0.6998983593177359,True,adam,True,20.0,1000.0,,0.01,0.001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.3,10,,,stairs,20,gaussian,2,False,1.0,,
281,1,NeuMiss_uniform_,100000,0.3961676744697062,0.4225991700488084,0.40312446680836295,0.6901916569595261,0.6730556838876769,0.6858356676033134,True,adam,True,20.0,1000.0,,0.01,0.001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.3,10,,,stairs,20,gaussian,2,False,1.0,,
282,2,NeuMiss_uniform_,100000,0.39904637943078886,0.40977304547585025,0.4179253802044106,0.6874372736830436,0.6796576074407745,0.6716270270253102,True,adam,True,20.0,1000.0,,0.01,0.001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.3,10,,,stairs,20,gaussian,2,False,1.0,,
283,3,NeuMiss_uniform_,100000,0.39000365675366205,0.3874157053370338,0.3936237222988271,0.6953118651171843,0.7023415466951262,0.6926543529257481,True,adam,True,20.0,1000.0,,0.01,0.001,100.0,,,shared,False,1.0,uniform,,,,False,,,50,0.5,0.3,10,,,stairs,20,gaussian,2,False,1.0,,
